deltaT,dairy_network,no_of_reachable_nodes
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_61.network,1865
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,26
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,1624
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,2219
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,3126
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,3642
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_62.network,4136
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,9
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,1265
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,1604
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_63.network,2034
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,382
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,2076
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_64.network,2395
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,74
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,1794
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,2292
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,2720
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_65.network,2988
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,13
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,914
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,1526
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,2012
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_66.network,2325
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,1094
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,1455
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,2080
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,2498
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_67.network,2859
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,105
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,1220
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,1626
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,2137
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_68.network,2527
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_69.network,1942
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,495
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,1161
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,1708
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,2225
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_70.network,2569
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,2
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,5
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_71.network,6
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,67
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,793
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,1375
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,1967
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_72.network,2318
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,30
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,135
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,1667
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,2246
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,2804
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_73.network,3365
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,38
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,1672
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,1953
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_74.network,2436
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,591
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,2068
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,2763
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_75.network,3172
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,144
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,1145
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,1841
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,2231
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_76.network,2551
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,15
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,1636
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,2315
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,2821
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_77.network,3203
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,12
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,1659
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,1895
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_78.network,2089
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,14
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,799
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,1889
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,2387
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,3047
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_79.network,3581
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,48
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,1112
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,2770
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,3252
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_80.network,3606
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,10
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,1055
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,1394
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_81.network,1617
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,40
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,803
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,1082
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_82.network,1466
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,31
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,170
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,1211
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,1949
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,2485
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_83.network,2984
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,852
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,1442
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,1705
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_84.network,1860
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,44
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,1330
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,1836
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_85.network,2001
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,24
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,1238
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,1676
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,2061
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_86.network,2430
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,32
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,950
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,1687
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,2166
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_87.network,2677
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,40
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,1347
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,1906
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_88.network,2282
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,13
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,607
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,1197
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_89.network,1262
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,6
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,1466
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_90.network,1773
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,1423
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,1770
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,1994
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_91.network,2210
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,2103
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,2719
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_92.network,2979
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,18
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,1732
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,2164
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,2556
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_93.network,3054
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,215
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,798
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_94.network,1070
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,11
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,32
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,81
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,278
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,1850
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_95.network,2063
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,1295
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,1716
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,1919
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_96.network,2237
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,1159
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,1647
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,2097
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_97.network,2405
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,21
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,1029
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,1341
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_98.network,1601
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,9
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,1140
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,1406
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_99.network,1746
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,28
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,68
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,92
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,1790
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_100.network,2277
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,32
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,44
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_101.network,52
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,13
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,97
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,353
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,1585
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,2128
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_102.network,2568
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,20
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,1010
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,1671
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_103.network,1931
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,86
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,251
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,1044
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,1507
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_104.network,1933
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,13
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,1643
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,1995
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_105.network,2193
