deltaT,dairy_network,no_of_reachable_nodes
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,10
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,1688
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,2470
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_553.network,2975
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,37
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,1419
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,1845
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,2422
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_554.network,2865
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,10
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,240
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,1800
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,2104
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_555.network,2444
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,23
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,974
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,1439
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,2088
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,2731
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_556.network,3282
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,111
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,1463
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,2109
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,2656
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_557.network,3034
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,10
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,1168
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,1473
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_558.network,1810
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,1387
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2027
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2394
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_559.network,2663
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,981
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,1805
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,2152
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_560.network,2384
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,1590
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,1993
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,2375
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_561.network,2678
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,20
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,983
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,1725
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,2347
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,3030
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_562.network,3499
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,10
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,1249
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,1690
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,2195
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_563.network,2513
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,62
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,238
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,1559
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,2174
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_564.network,2666
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,17
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,1537
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,2037
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,2355
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_565.network,2762
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,92
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,1575
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,2180
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,2679
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_566.network,3139
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,415
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,1235
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,1814
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,2209
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_567.network,2506
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,966
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,1843
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,2323
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_568.network,2588
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,258
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,835
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,1294
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_569.network,1785
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,779
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,1812
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_570.network,2103
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,28
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,1709
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,2347
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,2806
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_571.network,3122
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,1101
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,1644
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,2162
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_572.network,2517
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,1456
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,1854
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,2221
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_573.network,2485
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,10
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,580
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,1252
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,1806
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_574.network,2209
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,15
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,37
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,1761
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_575.network,1951
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,629
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,1763
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_576.network,2132
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,176
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,745
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,977
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_577.network,2198
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,22
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,644
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,1496
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,1853
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_578.network,2242
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,13
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,616
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,2190
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,2531
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_579.network,2754
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,23
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,811
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_580.network,831
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,463
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,1318
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,1710
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_581.network,2024
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,7
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,1771
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_582.network,2020
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,7
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,1459
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_583.network,1505
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,32
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,2004
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,2415
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,2725
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_584.network,3193
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,21
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,1745
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,2126
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,2492
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_585.network,2806
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_586.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_586.network,45
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_586.network,897
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_586.network,1774
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_586.network,2199
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_586.network,2468
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_587.network,41
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_587.network,1447
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_587.network,1939
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_587.network,2746
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_587.network,3326
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_587.network,3829
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_588.network,38
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_588.network,384
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_588.network,2127
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_588.network,2963
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_588.network,3558
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_588.network,3936
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_589.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_589.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_589.network,1418
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_589.network,1875
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_589.network,2191
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_589.network,2528
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_590.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_590.network,1009
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_590.network,1752
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_590.network,2245
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_590.network,2597
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_590.network,2897
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_591.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_591.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_591.network,320
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_591.network,1397
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_591.network,1809
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_591.network,2133
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_592.network,14
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_592.network,774
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_592.network,1429
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_592.network,1973
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_592.network,2444
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_592.network,2967
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_593.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_593.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_593.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_593.network,1740
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_593.network,2026
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_593.network,2242
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_594.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_594.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_594.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_594.network,911
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_594.network,2049
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_594.network,2306
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_595.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_595.network,51
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_595.network,1356
